id,trip_id,vehicle_id,created_date,column30,column31,column32,column33,column34,column35,column36,column65,column66,column67,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column12,column13,column14,column15,column16,column37,column17,column38,column18,column19,column20,column21,column22,column23,column24,column39,column29,column25,column40,column26,column41,column42,column27,column28,column43,column44,column45,column46,column47,column48,column49,column50,column51,column52,column59,column60,column61,column62,column63,column64,column53,column54,column55,column56,column57,column58
130587978,T1037519830-1645697234-MD93WD6CJMD515062_3B1D21000,133,1645697234,,,,,,,,,,,-300,4.4,47.31,52.19,6180,13.7,3377,70,-300,77,18.97,68.75,44.98,108.17,58325,42752,83.5,79.31,32.26,0,48858,80.52,0,0,1,0,2.67,55,5838,0,0,52.69,0,128,0,21592,31897,1634,197.21,0,0,100,180.8,52.6,63.69,3.28,3.29,28,29,16384,55,2022-2-24 15:36:50,MD93WD6CJMD515062_3B1D21000113,,18.97,0
130587984,T1037519830-1645697234-MD93WD6CJMD515062_3B1D21000,133,1645697234,1645660558,12.983595,N,77.622622,E,906.0,M,2.49,167.79,31.97,-300,2.32,23.19,52.34,6180,13.72,3377,70,-300,77,19,68.75,44.98,108.19,58325,42752,83.5,79.31,32.36,0,48859,80.52,0,0,1,0,1.29,58,5843,0,0,55.88,0,128,0,21592,31899,1636,197.21,0,0,100,180.8,52.7,33.39,3.3,3.3,28,28,16384,58,2022-2-24 15:36:54,MD93WD6CJMD515062_3B1D21000113,,19,0
130588000,T1037519830-1645697234-MD93WD6CJMD515062_3B1D21000,133,1645697235,1645660558,12.983595,N,77.622622,E,906.0,M,2.49,167.79,31.97,-300,2.32,22.85,52.33,6180,13.7,3377,70,-300,77,19.03,66.17,45.08,108.21,58325,42752,83.5,79.26,32.14,0,48859,80.47,0,0,1,0,1.52,1,5802,0,0,57,0,128,0,21592,31900,1637,197.21,0,0,100,180.7,52.8,29.29,3.3,3.3,28,28,16384,61,2022-2-24 15:36:56,MD93WD6CJMD515062_3B1D21000113,,19.03,0
130588008,T1037519830-1645697234-MD93WD6CJMD515062_3B1D21000,133,1645697235,1645660503,12.983207,N,77.622702,E,903.0,M,2.49,163.48,29.74,-300,3.04,30.25,52.26,6180,13.71,3377,70,-300,79,19.06,66.17,45.08,108.23,58325,42752,83.5,79.2,31.84,0,48859,80.41,0,0,1,0,1.16,4,5746,0,0,58.58,0,128,0,21592,31904,1638,197.21,0,0,100,180.7,52.7,42.39,3.3,3.3,28,28,16384,64,2022-2-24 15:37:0,MD93WD6CJMD515062_3B1D21000113,,19.06,0
130588012,T1037519830-1645697234-MD93WD6CJMD515062_3B1D21000,133,1645697235,1645660503,12.983207,N,77.622702,E,903.0,M,2.49,163.48,29.74,-300,2.49,26.26,52.32,6180,13.68,3377,70,-300,79,19.09,66.17,45.08,108.26,58325,42752,83.5,79.18,32.18,0,48859,80.39,0,0,1,0,1.5,7,5803,0,0,71.41,0,128,0,21592,31905,1640,197.22,0,0,100,180.7,52.8,27.99,3.3,3.3,28,28,16384,67,2022-2-24 15:37:2,MD93WD6CJMD515062_3B1D21000113,,19.09,0
136925598,T1100215897-1646318312-MD93WD6CJMD515062_3B1D21000,133,1646318312,1646267910,12.996213,N,77.693618,E,912.6,M,2.31,291.86,7.01,-300,0,0.91,52.87,6180,12.8,3377,70,-300,51,0.99,36.61,33.99,94.01,58325,38656,75.5,79.95,4.5,0,52284,83.95,0,0,1,0,-0.16,49,791,0,12.27,12.93,0,0,0,21603,41230,838,226.88,0,0,100,163.5,53.1,2.29,3.32,3.32,29,30,16384,49,2022-3-3 20:8:28,MD93WD6CJMD515062_3B1D21000113,,0.99,0
136925654,T1100215897-1646318312-MD93WD6CJMD515062_3B1D21000,133,1646318315,1646267910,12.996213,N,77.693618,E,912.6,M,2.31,291.86,7.01,-300,0,1.42,52.87,6180,13.14,3377,70,-300,51,1,37.98,33.99,94.01,58325,38656,75.5,119.75,4.16,0,52285,83.93,0,0,1,0,0.16,52,745,0,0,12.88,0,0,0,21603,41231,839,226.89,0,0,100,163.5,53.1,2.19,3.32,3.33,29,30,16384,52,2022-3-3 20:8:30,MD93WD6CJMD515062_3B1D21000113,,1,0
136925706,T1100215897-1646318312-MD93WD6CJMD515062_3B1D21000,133,1646318318,1646267915,12.996195,N,77.693583,E,910.5,M,2.31,291.85,3.77,-300,6.85,12.34,52.72,6180,13.13,3377,70,-300,51,1,38.31,33.84,94.01,58325,38656,75.5,119.69,6.04,0,52285,83.93,0,0,1,0,0.12,55,1106,0,0,27.17,0,0,0,21603,41233,839,226.89,0,0,100,163.5,53.1,2.19,3.32,3.32,28,30,16384,55,2022-3-3 20:8:34,MD93WD6CJMD515062_3B1D21000113,,1,0
136925749,T1100215897-1646318312-MD93WD6CJMD515062_3B1D21000,133,1646318321,1646267920,12.996218,N,77.693525,E,910.5,M,2.31,293.15,5.7,-300,0,0.72,52.86,6180,13.07,3377,70,-300,51,1.01,38.31,33.73,94,58325,38656,75.5,119.51,7,0,52285,83.93,0,0,1,0,0.25,58,1265,0,0,12.94,0,0,0,21603,41234,839,226.89,0,0,100,163.5,53.1,9.49,3.32,3.32,28,30,16384,58,2022-3-3 20:8:36,MD93WD6CJMD515062_3B1D21000113,,1.01,0
136925808,T1100215897-1646318312-MD93WD6CJMD515062_3B1D21000,133,1646318324,1646267920,12.996218,N,77.693525,E,910.5,M,2.31,293.15,5.7,-300,0,-0.53,52.87,6180,13.11,3377,70,-300,51,1.01,38.31,33.73,94,58325,38656,75.5,118.89,6.42,0,52285,83.89,0,0,1,0,0.15,1,1098,0,12.22,13.22,0,0,0,21603,41236,839,226.89,0,0,100,163.4,53.1,2.29,3.32,3.33,29,30,16384,61,2022-3-3 20:8:40,MD93WD6CJMD515062_3B1D21000113,,1.01,0
